RAZONSOCIAL;NOMBRECOMERCIAL;DIRECCION;SITIOWEB;EMAIL;TELEFONO;TELEFONO2;FAX;PRODUCTOS;EMPLEOTOTAL;RANGOFACTURACION;IMPORTA;EXPORTA;FECHAACTUALIZACION
TECNICA DE CONEXIONES, S.A.;TEKOX;C/ FIGAL, PARCELA 24. PARQUE TECNOLOGICO DE ASTURIAS 33428 LLANERA ASTURIAS;http://www.tekox.es;info@tekox.es;98.526.04.75;;98.526.36.20;Regletas de conexión eléctrica, regletas de hilo pasante, bornes para transformadores, de hilo, de conexión y de potencia, bloques para fluorescencia y teknitores.;;n.d.;si;si;01/10/2025
TECNICA ELECTROACUSTICA, CONSULTORIA ESCENICA Y SERVICIOS AUDIOVISUALES, S.L.U.;TECESA;POL. IND. NAON, NAVE 13-B, VIELLA 33429 SIERO ASTURIAS;http://www.tecesa.net;produccion@tecesa.net;98 529 21 29/46.46;;98.526.95.95;Ingeniería acústica, audiovisual, arquitectura electroacústica, ingeniería y equipamiento escénico, evacuación por voz y seguridad, museos y exposiciones;;n.d.;;;31/07/2025
TECNICAS ANTI-ROBO, S.L.;TAR;C/ FAYA, 14, PARCELA 32. PARQUE TECNOLOGICO DE ASTURIAS 33424 LLANERA ASTURIAS;http://www.grupotapia.com;antirobo@grupotapia.com;98.521.29.56;;98.521.29.56;Instalación y venta de todo tipo de materiales de cerrajería (cerraduras de seguridad, cilindros de seguridad, control de accesos, etc?), apertura de cajas fuertes y cerraduras, venta e instalación de cajas fuertes homologadas con los niveles exigidos por la normativa de seguridad, e instalación de sistemas de seguridad contra robo con el número de homologación por la Dirección de Seguridad del Estado Nº 148.;;n.d.;;;01/10/2025
TECNICAS COMERCIALES 2000, S.L.;TECO 2000;POL. IND. VEGA DE BAIÑA, C/ SIERRA LAGOS, S/N 33682 MIERES ASTURIAS;http://www.teco2000.es;teco@teco2000.es;98.544.68.52;;98.544.68.51;Distribuciones industriales exclusivas, representaciones comerciales, equipos para minería e industria, seguridad e higiene;;n.d.;si;;31/07/2025
TECNICAS DE ANTICORROSION PINTURAS INDUSTRIALES Y SUBACUATICAS, S.A.;TECNAPIN, S.A.;POL. IND. SILVOTA. C/ PEÑASANTA, PARCELA 62 33192 LLANERA ASTURIAS;;info@tecnapin.com;98.526.08.42;;98.526.26.08;Tratamientos superficiales. Aplicación de pintura industrial, revestimientos epoxi y poliuretano.;;n.d.;;;31/07/2025
TECNICAS DE REFRACTARIOS, S.A.;TECRESA;POL. IND. TABAZA II, PARCELA 22, NAVE 2 33438 CARREÑO ASTURIAS;http://www.tecresa.com;asturias@tecresa.com;;902.118.948;98.551.44.88;Tratamientos superficiales. Pavimentos de protección pasiva. Técnicas de revestimiento que exigen un equipo humano altamente especializado y una moderna infraestructura en operaciones como la dosificación, el mezclado, la manipulación o el control electrónico de espesores.;;n.d.;;;31/07/2025
TECNICAS HOSPITALARIAS ORTOPEDICAS REHABILITACION, S.L.;THOR;;http://www.ortoiberica.com;welcome@ortoiberica.es;;;;Comercialización de productos ortopédicos, protésicos y de rehabilitación: collares cervicales, fajas ortopédicas, ortesis, prótesis de miembro superior e inferior, bastones, ayudas de baño. Fabricación de prótesis y ortesis de todo tipo, la prestación de servicios de ortopedia para entidades.;;n.d.;si;;01/10/2025
TECNICAS REUNIDAS DE CALEFACCION Y GAS, S.L.;;C/ SEVERO OCHOA, 89 - BAJO 33210 GIJON ASTURIAS;http://www.t-reunidas.es;tecnicas@t-reunidas.es;98.514.42.35;;98.514.42.35;Fontaneria, calefacción, gas, aire acondicionado, energia solar. Geotermia. Aerotermia. Servicios de electricidad.;;n.d.;;;31/07/2025
TECNO OVIEDO, S.L.;;C/ FAVILA, 8, BAJO Y FAVILA, 9, BAJO 33013 OVIEDO ASTURIAS;http://www.tecno-oviedo.es;tecno-oviedo@tecno-oviedo.es;98.525.39.31;;98.527.64.94;Ejecuación de instalaciones, puesta en marcha, mantenimiento y reparación de aparatos de gas de calefacción y A.C.S. Adecuación por cambios a otras familias de gas. Ejecución de instalaciones, puesta en marcha, mantenimiento y reparaciñon de aparatos de gasóleo. Diseño y ejecución de instalaciones de Legionelosis. Comunidades, Repartidores de Costes, Auditorias Energeticas y Servicios Energeticos Ejecución y mantenimiento de instalaciones elécticas, energía solar térmica y fotovoltáica.;;n.d.;;;31/07/2025
TECNOENVASES ALVAREZ, S.L.;;POL. IND. LA BARREDA IV, NAVE 11 - 12. NOREÑA 33180 NOREÑA ASTURIAS;http://www.tecnoenvasesalvarez.com;info@tecnoenvasesalvarez.com;98.574.46.55;;98.574.27.36;Experiencia de más de 25 años en el sector del packaging alimentario: Film multicapa, bolsas de vacío, bolsas de vacío retráctiles;;n.d.;si;si;31/07/2025
TECNOGESTION PRINCIPADO, S.L.;TECNOGESTION;ANDALUCIA, 14 - BAJO 33208 GIJON ASTURIAS;http://www.tecnogestion.com;sistemas@tecnogestion.com;98.516.44.32;;98.419.07.49;Servicios informaticos, instalación de redes, mantenimiento a empresas, servidores de alto nivel, servicios web. Servicios avanzados de asesoramiento y gestión. Soluciones tecnológicas en ciberseguridad Soluciones tecnológicas en sensórica y sistemas embebidos Soluciones tecnológicas en conectividad y movilidad;;n.d.;si;;31/07/2025
TECNOLOGIA APLICADA A LA MANUTENCION, S.L.;TAM;AVDA. RUFO G. RENDUELES 6, ENTLO. B 33203 GIJON ASTURIAS;http://www.tamingenieria.com;tam@tamingenieria.com;98.536.63.77;;98.537.47.72;Diseño y construcción de equipos para manejo de graneles sólidos: transportadores de cadena, de banda, silos especiales, equipos para manejo de residuos (fangos y cenizas).;;n.d.;si;si;31/07/2025
TECNOLOGIA DEL COLOR MORAN VALLINA, S.L.;TECNOCOLOR;CTRA. GIJON-VERIÑA, PARCELA C, NAVE 11. POL. IND. BANKUNION II 33211 GIJON ASTURIAS;http://www.tecno-color.com;admon@tecno-color.com;98.530.89.74;;98.530.89.75;Venta de pinturas y productos para uso industrial.;;n.d.;;;16/10/2025
TECNOLOGIA Y ANALISIS DE MATERIALES, S.L.;GRUPO TAM;C/ METALURGICOS, NAVE 2. PARQUE EMPRESARIAL DEL PRINCIPADO DE ASTURIAS 33401 AVILES ASTURIAS;http://www.tecmat.es;info@tecmat.es;98.405.68.42;;98.512.93.93;Servicios tecnológicos a empresas. Modelos de tres dimensiones de grandes piezas.;;n.d.;;;01/10/2025
TECNOLOGIA Y ASESORAMIENTO DE SOFTWARE, S.L.;TST INFORMATICA;C/ NARANJO DE BULNES, 3, BAJO 33012 OVIEDO ASTURIAS;http://www.tstinformatica.es;tst@tstinformatica.es;98.528.52.55/51.70;;98.528.56.47;Desarrollo de aplicaciones informáticas, informatización de la gestión administrativa de empresas, despachos fiscales y laborales;;n.d.;si;;31/07/2025
TECNOVOA TOOLS, S.L.;TECNOVOA TOOLS;C/ GALILEO GALILEI, 200 - POL. IND. DE PORCEYO I-14 33211 GIJON ASTURIAS;http://www.tecnovoatools.com;info@tecnovoatools.com;98.429.17.61;;98.429.17.63;Comercio al por mayor interindustrial de maquinaria y herramienta de corte.;;n.d.;si;;31/07/2025
TELECYL, S.A.;MADISON;EDIF. TIC EL ENTREGO. AVDA. DE LA VEGA 4-6 33940 SAN MARTIN DEL REY AURELIO ASTURIAS;http://www.madisonmk.com/;hola@madisonmk.com;98.342.82.00;983.428.223;;BPO Contact Center;;n.d.;;;31/07/2025
TELENTI CENTRO TECNICO DE CALCULO, S.L.;;URIA 20, 2º 33003 OVIEDO ASTURIAS;https://www.bketl.es;infooviedo@bketl.es;985244204;;985244208;Asesoría fiscal y contable, desarrollo de contabilidades;;n.d.;;;31/07/2025
TEMPER ENERGY INTERNATIONAL, S.L.;;POL. IND. DE GRANDA, NAVE 18 33199 SIERO ASTURIAS;http://www.grupotemper.es;info@grupotemper.es;98.579.32.04;;;Calidad, energía, bases y fusibles, instrumentación a medida, control y regulación energéticos, materiales de instalación y otros;;n.d.;si;si;31/07/2025
TENSA, S.A.;;POL. IND. LLAMES, NAVE 9. CARRETERA DE LA ESTACION. VIELLA 33429 SIERO ASTURIAS;http://www.tensa-sa.com;admon@tensa-sa.com;98.579.33.43;;98.579.49.12;Tendido y mantenimiento de líneas eléctricas;;n.d.;;;01/10/2025
TENTAMUS CONYCAL, S.L.;CONYCAL;C/ FERNANDEZ DE OVIEDO, 7 - BAJO 33012 OVIEDO ASTURIAS;http://www.conycal.es;conycal@conycal.es;;902.998.978;98.528.97.09;Consultora de calidad. Asesoría en calidad alimentaria, implantación de sistemas de calidad (APPCC), laboratorio de análisis fisicoquímico y microbiológico de alimentos y aguas. Laboratorio de análisis acreditados ISO 17025 (Química y Microbiológica). Entidad colaboradora con la Administración (ECA). Ministerio de Medio Ambiente. Entidad de inspección (ISO 17020) en el área medioambiental. Análisis y asesoramiento integral en las áreas de Agroalimentación y Medio Ambiente Formación en prevención de la legionelosis. Formación en mantenimiento de piscinas, APPCC, Alérgenos alimenatrios, Etiquetado nutricional, etc...;;n.d.;;;31/07/2025
TERCAP 2000, S.L.;;AVDA. PRUDENCIO GONZALEZ, 65, A 33424 LLANERA ASTURIAS;http://www.tercap.es;tercap@tercap.es;98.577.35.06;;98.577.34.05;Desarrollamos software de movilidad, para sectores de distribuición (alimentación, gasoleos, fitosanitarios, recogida lactea...etc.);;n.d.;;;31/07/2025
TERMOSALUD, S.L.;TERMOSALUD;C/ ATAULFO FRIERA TARFE, 8 33211 GIJON ASTURIAS;http://www.termosalud.com;info@termosalud.com;98.516.75.47;902.102.225;98.516.84.20;Soluciones para todos los campos del sector médico-estético: División Wellness-Spa,División Cosmética Personalizada y División textil cosmético inteligente. Fabricación de aparatología de estética y equipamiento para balneoterapia. Mantas eléctricas, duchas de tratamiento, termas romanas, baño turcos, cabinas minibalneario.;;n.d.;si;si;31/07/2025
TERRA INGENIEROS, S.L.;TERRA INGENIEROS;POL. IND. OLLONIEGO. PARCELA B-8 33660 OVIEDO ASTURIAS;https://terraingenieros.org/;terra@terraingenieros.es;98.520.62.62;;98.520.74.64;Ingeniería del terreno (geología-geotécnia, análisis geofísico del terreno...) y proyectos de obra civil.;;n.d.;;;31/07/2025
TERRAIN TECHNOLOGIES, S.L.;;ADOSINDA 11 1º C 33202 GIJON ASTURIAS;http://www.terraintechnologies.com;info@terraintechnologies.com;98.405.06.07;;;Desarrollo de entornos 3D interactivos basados en imágenes de satelite/ortofotos y modelo digital del terreno. Aplicaciones basadas en dichos desarrollos. Distribución de software. Distribuidor autorizado de Skyline Software en España. Aplicaciones de sistemas de Información Geográfica;;n.d.;si;si;31/07/2025
TESIS MEDICAL SOLUTIONS, S.L.;;C/ LUIS MOYA BLANCO EDIF. ASTURIAS 32-34. PARQUE CIENTIFICO Y TECNOLOGICO 33203 GIJON ASTURIAS;http://www.tesis.es;info@tesis.es;98.419.09.00;;;Experta en la aplicación de las Tecnologías de la Información en Sanidad y la Telemedicina. Facilitan la gestión clínica y administrativa de los profesionales médicos, acercan la sanidad al paciente y convierten la tecnología en una herramienta totalmente integrada con las necesidades del sector sanitario. Experta en la aplicación de las Tecnologías de la Información en Sanidad y la Telemedicina. Facilitan la gestión clínica y administrativa de los profesionales médicos, acercan la sanidad al paciente y convierten la tecnología en una herramienta totalmente integrada con las necesidades del sector sanitario.;;n.d.;;;15/10/2025
THE KEY TO SUCCESS INNOVATING, S.L.;GRUPO TKS;CIUDAD TECNOLOGICA VALNALON, C/ LAMINACION, S/N, NAVE 10 B 33930 LANGREO ASTURIAS;http://www.grupotks.com;info@grupotks.com;90.218.02.20;;90.220.27.28;Call Center: Emisión y recepción de llamadas. Gestión de cobro. Auditorías de stocks.;;n.d.;;si;31/07/2025
THEC ASESORES IN COMPANY, S.L.L.;MASTER ASESORES;C/ ANTONIO GAUDI CORNET, 165 - LOCAL 5 33211 GIJON ASTURIAS;;info@master-asesores.es;;;;Asesoría fiscal, contable, laboral, jurídica;;n.d.;;;31/07/2025
THESTEELPRINTERS, S.L.;;AVDA. DEL ALUMINIO, Nº 34 - PARQUE EMPRESARIAL PRINCIPADO DE ASTURIAS 33401 AVILES ASTURIAS;https://www.thesteelprinters.com;info@thesteelprinters.com;;;;Fabricación y comercialización de piezas de repuestos para equipos industriales, por medio de la tecnología de impresión 3d Carcasa fabricada por impresión 3D en acero inoxidable AISI316L para cámara comercial cenital, hermética y con refrigeración y soplado de aire. Rodete de doble etapa. Rodete abierto para bomba de agua. Rodete cerrado bomba de agua;;n.d.;;;01/10/2025
THINGTRACK, S.L.;;C/ PROFESOR POTTER 183, PARCELA 4, PLANTA BAJA. PARQUE TECNOLOGICO DE GIJON 33203 GIJON ASTURIAS;http://www.thingtrack.com;info@thingtrack.es;98.419.38.96;98.419.39.15;;Desarrollo de Software Informatico. Desarrollo de proyectos de ingenieria industrial, electronica e informatica relacionados con areas de aprovisionamiento, logistica, e inteligencia de negocio. Soluciones tecnológicas en cloud computing Soluciones tecnológicas en sensórica y sistemas embebidos Soluciones tecnológicas aplicadas a la cadena de suministro;;n.d.;;;31/07/2025
TIC ASISTENCIA DIGITAL, S.L.;TIC ASISTENCIA;C/ ALBENIZ, 14 - BAJO 33011 OVIEDO ASTURIAS;http://www.ticasistencia.es;administracion@ticasistencia.es;98.411.10.99;;;Reparación electrónica gama marrón y gris. Televisores, ordenadores, smartphones, tablets, etc. Asesoramiento y mantenimiento equipos informáticos. Desarrollo y diseño web. Comercio electrónico;;n.d.;;;31/07/2025
TICMEDIA SOLUCIONES PROFESIONALES, S.L.;TICMEDIA;AVDA. JIMENA FERNANDEZ DE LA VEGA, Nº 140 - OF. A - PARQUE CIENTIFICO TECNOLOGICO DE GIJON 33203 GIJON ASTURIAS;http://www.ticmedia.es;info@ticmedia.es;98.516.50.50;;;Diseño, desarrollo y comercialización de aplicaciones web y de gestión empresarial.Programación de software clínico, con productos estandar y a medida.Consultoría protección de datos RGPD. Servicio de Delegado de Protección de Datos.;;n.d.;;si;31/07/2025
TIERRAS REFRACTARIAS DEL CANTABRICO, S.L.;TRC S.L.;LA CRUCIADA. S/N. SERIN 33697 GIJON ASTURIAS;;info@trcsl.net;98.535.88.28;;98.534.31.56;Buza de circonio para colada continua, casquillos de óxido de circonio. Hormigones. Piezas conformadas.;;n.d.;;;01/10/2025
TIERRAVOZ, S.L.;TIERRAVOZ COMUNICACION;C/ DONATO ARGUELLES 9, 1ºD 33206 GIJON ASTURIAS;http://www.tierravoz.com;info@tierravoz.com;98.429.00.41;;;Diseño e implementación de planes de comunicación externa e interna.Diseño e implementación de campañas informativas, publicitarias, sensibilización.Producción audiovisual. Especialización en reportaje y documental, en contenidos sociales, culturales, temas de género y desarrollo rural.Producción de programas de television.Producción de contenidos multiformato.Formación en los temas en los que somos especialistas.Producción de programas de televisión.Producción de contenidos multiformato.Formación en los temas en los que somos especialistas. Producción audiovisual. Especialización en reportaje y documental, en contenidos sociales, culturales, temas de género y desarrollo rural.Producción de programas de television.Producción de contenidos multiformato.Formación en los temas en los que somos especialistas.Producción de programas de televisión.Producción de contenidos multiformato.;;n.d.;;;31/07/2025
TINASTUR, SDAD. COOP. LIMITADA;;POL. IND. DE LA CURISCADA, PARCELA 38, EL CRUCERO 33877 TINEO ASTURIAS;http://www.tinastur.com/;administracion@tinastur.com;98.590.01.45;;98.590.01.46;Repoblaciones, actuaciones integrales en áreas forestales, servicios agrícolas construcción de obra civil.;;n.d.;;;31/07/2025
TINTORERIA EVEREST, S.L.;;C/ ISAAC PERAL Y CABALLERO (POL IND), 17 - BJ 33211 GIJON ASTURIAS;https://everestgrupo.com/;info@everestgrupo.com;98.534.10.85;;;Tintoreria y/o limpieza en seco de todo tipo de prendas, alfombras, pieles, ante y artículos similares;;n.d.;;;31/07/2025
TK AIRPORT SOLUTIONS, S.A.;TKAS;POL. IND. VEGA DE BAIÑA, S/N 33682 MIERES ASTURIAS;https://www.thyssenkrupp-elevator.com/airport-solutions/;;98.544.68.20;;98.544.65.19;Diseño, fabricación y montaje de pasarelas telescópicas de aeropuerto.;;n.d.;si;si;01/10/2025
TK ELEVADORES ESPAÑA, S.L.;TKE;POL. IND. BAIÑA, PARCELAS 4 Y 5 33682 MIERES ASTURIAS;https://www.tkelevator.com;;98.544.68.20;;;Fabricación de ascensores.;;n.d.;;si;01/10/2025
TK ELEVATOR IBERICA HOLDING, S.L.;;POL. IND DE LA PEREDA, S/N 33682 MIERES ASTURIAS;https://www.tkelevator.com/es-es/;;;;;Sociedades de holding. Tenencia, administración y representación de las sociedades del grupo Innovaciones en los sistemas de transporte de pasajeros;;n.d.;;;31/07/2025
TK ESCALATOR NORTE, S.A.;TKE;POL. IND. LA PEREDA, S/N 33682 MIERES ASTURIAS;https://www.tkelevator.com/es-es/;servicliente@tkelevator.com;98.544.69.09;;;Escaleras mecánicas y pasillos rodantes.;;n.d.;si;si;04/11/2025
TOLDONORTE PRINCIPADO, S.L.L.;TOLDONORTE;POL. IND. PRONI, C/ E, 13. MERES 33199 SIERO ASTURIAS;http://www.toldonorte.com;toldonorte@toldonorte.com;98.579.11.66;;98.579.11.67;Confeccion e instalacion de toldos: camión, terrazas, fachadas;;n.d.;;;31/07/2025
TOLDOS BARRY, S.L.;BARRY;PLAZA DE LA IGLESIA. S/N EL BERRON. 33186 SIERO ASTURIAS;http://www.toldos-carpas-asturias.com/es/;barry@toldosbarry.es;98.574.00.86/04.18;;98.574.20.71;Toldos y carpas, mobiliario, escenarios, tarimas, moquetas, iluminación, stands, gradas, cabinas químicas.especialistas en: bodas, ferias, inauguraciones, almacenaje industrial, congresos.;;n.d.;si;si;31/07/2025
TOP 30, S.L.;CLIMBAT;POL. IND. MACUA 18-19 33440 GOZON ASTURIAS;https://climbat.com;info@climbat.com;98.551.10.78;;;Fabricación de paneles escalables (rocódromos).;;n.d.;si;si;31/07/2025
TOP MODEL ELITE, S.L.;;ALARCON, 43 - BAJO 33203 GIJON ASTURIAS;http://www.topmodelelite.es;info@topmodelelite.es;98.513.47.49;;98.513.47.49;Agencia de servicios, cine, spots, azafatas, modelos, organización de eventos.;4;n.d.;;;31/07/2025
TOSCAF, S.A.;;CTRA. ANTIGUA S/N, PEÑAULLAN 33127 PRAVIA ASTURIAS;http://www.cafestoscaf.es;info@cafestoscaf.es;98.582.08.98;;98.582.11.05;Café natural, café torrefacto. comercializa: café soluble, infusiones, azúcar.;;n.d.;;si;01/10/2025
TRABADELO BENGOA, S.L.;TRABEN;POL. IND. SILVOTA, C/ PEÑA SANTA, PARCELA 66 33192 LLANERA ASTURIAS;https://trabengoa.com;traben@trabengoa.com;98.526.34.22;;98.598.00.21;Muebles para hostelería a medida;;n.d.;;;01/10/2025
TRABADINA, S.L.;TRASACAR;POL. IND. ESPIRITU SANTO, PARCELA 31 33010 OVIEDO ASTURIAS;http://www.trasacar.com/;trabadina@trasacar.es;98.598.52.44;;98.579.46.06;Venta y distribución de carne de buey, bacalao.;;n.d.;si;si;31/07/2025
TRABAJOS Y SERVICIOS NORTE, S.L.;SERTRA;AVDA. SIDERURGIA 30 BAJO IZQ. POLIGONO INDUSTRIAL P 33401 AVILES ASTURIAS;;anabegoimsa@hotmail.com;98.556.29.60;;98.567.88.40;Fabricación y mecanización de toda clase de piezas y productos siderometalúrgicos, así como de todo tipo de metales, construcciones metálicas y mecánicas.;;n.d.;;;31/07/2025
TRADE IBERICA INTERNACIONAL SOLUTIONS C.B.;TRADE IBERICA INTERNATIONAL SOLUTIONS;C/ LOS PRADOS, 166. CENTRO TECNOLOGICO DE GIJON. EDIF. IMPULSA 33203 GIJON ASTURIAS;http://www.trade-iberica.com;info@trade-iberica.com;;;;Consultoría de comercio y negocios internacionales;;n.d.;;;31/07/2025
TRAFOL, S.A.;;C/ SOLAR,  S/N,  EL CERILLERO 33213 GIJON ASTURIAS;http://www.hierrostrafol.com;hierrostrafol@gmail.com;98.532.59.90;;98.532.59.90;Compra-venta de chatarra, chapa y hierro en general. Corte de chapa a medida.;;n.d.;si;;31/07/2025
TRANSCANO ASTURIAS, S.L.;DHL EXPRESS;POL. IND. SILVOTA, C/ PEÑA SALON, PARCELA 41 33192 LLANERA ASTURIAS;http://www.dhl.com;;98.526.53.35;;98.526.51.88;Operador de transporte;;n.d.;;;31/07/2025
TRANSFORMACION DE MADERAS FERNANDEZ, S.L.;MF FERNANDEZ CARPINTERIA;POL. IND. RIO PINTO, FASES I - III, P 60-61. JARRIO 33719 COAÑA ASTURIAS;http://www.fernandezcarpinteria.com;maderas@fernandezcarpinteria.com;98.547.30.66;;98.547.30.66;Fabricación y colocación de todo tipo de trabajos en madera por encargo. Fabricación y colocación de techos, porches, cierres, suelos, puertas de entrada e interior, ventanas, escaleras y barandillas, coninas, armatrios empotrados, muebles de baño, sillas, bancos, mesas y todo tipo de muebles a medida.;;n.d.;;;31/07/2025
TRANSFORMADOS METALICOS S.COOP ASTUR;TRANSME;POL. IND. BRAVO, Nº 17, LA SIERRA, GRANDA 33420 SIERO ASTURIAS;http://www.transformadosmetalicos.com/;cosio@transformadosmetalicos.com;98.579.31.12;;98.579.47.22;Cabinas metálicas para carretillas, puentes grúa y cabinas especiales Calderería ligera;;n.d.;;;21/10/2025
